Subject|Content|SA|mSA
Redskins|There is going to be hell to pay for putting #RGIII in today #Redskins|-1|0
Redskins|Of course my wife hates it....but what's more important! #HTTR @Redskins @SuperSkin1 @RGIII @RG3Woman @funnydanny|0|0
Redskins|Hail to the crazy Redskins!|1|0
Redskins|I'm done...I bailed on pictures with my family for this? Tired of the heartbreak #Redskins|-1|0
Redskins|Hail to the fucking Redskins. That's all I've got for today. Shit.|-1|0
Redskins|@Redskins my son is working hard for draft day 2035. Dreaming of being a Redskin #HTTR|0|0
Redskins|@alanmstein you guys should hire Shannahan from @Redskins. That would blow everyone's mind!|-1|1
Redskins|@hatcher97 Diff btwn Cowboy & @Redskins fans? If a player chooses to sign w/ a rival team|0|0
Redskins|Follow me if you think that the Redskins need a New Coach|-1|0
Redskins|There is a curse on the Redskins.|-1|0
Redskins|#RedskinsPride If the culture the slur represents tells you it's offensive|-1|-1
Redskins|@ausch_man espn had Cowboys crushing the Redskins when McCoy started that game. I'm not on espn but I called game. That's all that matters.|0|0
Redskins|#Redskins need to fire #Gruden|0|1
Redskins|#Redskinsyes show me sport footage using Redskins in a negative way|-1|0
Redskins|Cowboys and Redskins is always a good rival game to watch|0|1
Redskins|This is depressing !! #Redskins|-1|0
Redskins|#Redskins bad all around but fans complain everything with fire him fire that. How is it any diff from what Snyder has been doing in past?|-1|0
Redskins|Great rivalry game on #fox right now. #Dallas vs #Redskins 14-10 Redskins at half..|0|0
Redskins|@greivisvasquez we're good for Saints/Redskins. You down for a little pre-game en el Barrio Francs?|0|1
Redskins|Had lunch with the @Redskins Cheerleader Emerald earlier. She was more down to Earth than expected and graduated from @HowardU a hbcu|0|0
Redskins|@TarikCSN if only the Redskins would remember that a game consists of 4 quarters|0|0
Redskins|@Redskins Yea I say we need another coach instead of getting rid of our RG3|0|0
Redskins|@Redskinsinsider #Redskins need to give campbell a wake up call the bench #wapo 112|0|0
Redskins|Letter to Dan Snyder takes issue with Redskins message|0|0
Redskins|Tweet @SenatorReid that Dan Snyder is an assclown and that #RedskinsPride died in the 90's thanks @Redskins|0|0
Redskins|@stephenasmith lost resp in ur re-assessment of Redskins name. Use common sense|0|0
Redskins|The Redskins are killing themselves|-1|1
Redskins|What is wrong with the Redskins? ???? Another loss. Get it together.!!!!!!!!!|-1|0
Redskins|If Harry Reid is sooooo concerned about the Washington Redskins name|0|0
Redskins|This #MNFootball game is wild! #CowboysvsRedskins|0|0
Redskins|On my way to my first Redskins game with my boo...tailgating & more!!|0|0
Redskins|#Redskins fuck is dey doin. Idk.|-1|0
Redskins|@Redskins losing a lot of helmets tonight #SafetyToMeIs protecting my head|-1|-1
Redskins|Some of these new jerseys designed by Nike are brutal. Lions and Redskins jerseys look pretty bad with those random dark spots|0|0
Redskins|Holy moly..these 1 and 2 AM Skins games are going to be rough this season! Nonetheless we are awake and cheering! HAIL! #Redskins|1|0
Redskins|@Redskins We need a pick|0|1
Redskins|@Redskins Let kick some philly butt #BeatPhilly|0|0
Redskins|Colt Mccoy was sacked 6 times last week our o line is awful #RedskinsNation|0|0
Redskins|Fuck I hate working in DC bunch of gay ass Redskins fans|-1|-1
Redskins|#RedskinsTalk throw the ball down the field colt.|0|0
Redskins|And this is why you never ever turn off a football game #HTTR @Redskins #Redskins|0|0
Redskins|@Redskins game today... AND I WORK! Well|0|0
Redskins|Anybody else think fight songs for NFL team is pointless? With the exception of maybe Hail to the Redskins.|0|0
Redskins|I'll fucking cut you. Behind the scenes of the 1491s' Redskins segment on The Daily Show Green Room|-1|0
Redskins|Don't miss Monday Night Football on ESPN tonight at 7:30p! NY Giants vs. Washington Redskins|0|0
Redskins|@nflsportstalk7 likely landing spots for Brian Orakpo? Actually prefer that my @Redskins not to break the bank for him bc he's injury prone|0|0
Redskins|The Washington Redskins and defensive coordinator Jim Haslett have mutually agreed to part ways.|0|0
Redskins|Saw a guy at #GiantsvsRedskins game wearing a packers jersey|0|1
Redskins|At least we're not Raider fans! #Redskins|0|0
Redskins|@JSpoons1 do you think Native Americans would be more or less offended if the Redskins changed their logo to a potato?|0|1
Redskins|@dcsportsbog Well when does the story die? Cause I'm so sick of seeing the same anti #Redskins headlines (Don't click or read anymore)|-1|0
Redskins|@Russellmania980 is kicking the dead @Redskins horse. #toe2toe #areyouserious #samestory #differentyear|-1|0
Redskins|Ty Eagles for that first down #httr #RedskinsTweetTeam|0|0
Redskins|Skip Bayless is an idiot #RedskinsPride @RealSkipBayless #HTTR|-1|0
Redskins|@vdwhite418: This Redskins game is hard to watch. #sigh #stillanrg3fan Can't win if no one does their job! #SpecialTeamsNeedsHelp|-1|1
Redskins|@NFLTotalAccess Redskins draft is total failure #myteamsdraftinfivewords|-1|0
Redskins|@Redskins @RGIII WTF. sad day.|-1|1
Redskins|Obama stiff-arms Constitution: Admin lawyers fight Redskins trademark|0|0
Redskins|@espn_nfceast: Crushing injury news for Redskins' defense.... They're DONE. No DBs and now no Rush. Bad way to run a Defense.|0|0
Redskins|It's game time baby!! Are you ready for are football??? I miss Hank on Monday Night Football! #SEAvsWAS #Redskins #RedskinsTalk|0|1
Redskins|@Redskins its going to be a long trip back to dallas for phony homo|0|1
Redskins|@NFLLIVEonESPN today is the day the Redskins start the process of blowing the next 3 years with bad decisions....|-1|0
Redskins|NFL WAS - Dr. James Andrews told Redskins he is concerned about how Robert Griffin III is used in offense (ESPN)|0|0
Redskins|Time to take down the #ConfederateFlag & while we're at it drop the name #Redskins.|0|0
Redskins|I'm so upset with the @Redskins. .I've lived in Texas all my life|-1|-1
Redskins|Relaxing then eating dinner with my parents then out to watch the Cowboys/Redskins game :)|0|0
Redskins|@jsoupzzz For the foreseeable future! Unfortunately the closest game they have this season is Redskins I think|0|0
Redskins|@Redskins Can u pls donate 2 or come 2 my event nxt mo honoring my son and those w autism? Sgl mom tired of the disrespect n bein a solution|0|0
Redskins|@NBCdianna How much more difficult can the @Redskins make it to remain a fan! #Redskins #laststraw|0|0
Redskins|I wanna score 2 tix to Sunday's NY Giants v Redskins game by following @Thrillist and RT'ing #ThrillistGiants|0|0
Redskins|#Redskins need to get there minds right! Catch that ball!|0|1
Redskins|The east coast crew in front of the Capitol. On our way to the Redskins-Eagles game tonight. Perfect weather.|0|0
Redskins|Die Hard Redskins fan born and raised but everytime I see @DeMarcoMurray I break out singin The Four Tops; Sugar pie Honey bunch lol|-1|0
Redskins|Sorry I missed it. Need a Tanard update. @Rich_TandlerCSN #Redskins|0|0
Redskins|Fabulous flowchart of doom for the Seahawks!|0|0
Redskins|#HTTR The kids are resting up for tomorrows game against the Colts. Stay healthy @Redskins|0|0
Redskins|How come nobody says anything about the Kansas City chiefs when the whole Washington Redskins controversy is being debated?|0|0
Redskins|I'm all for the Redskins getting killed every game|0|1
Redskins|@KennellyTweets why the fuck did you ask for a Redskins jersey|0|0
Redskins|Patent office cancels Redskins' trademarks as 'disparaging to Native Americans' This not a government problem or a decision to make.|0|0
Redskins|Here we go again! There is no continuity in the Redskins plans for the future and there is chaos in the huddle. We need wins|0|1
Redskins|A protest to keep the Redskins name at Lancaster HS? Seriously|0|0
Redskins|Redskins need to turn it up I want to see the 49ers get smacked!|1|0
Redskins|Can we start a petition to at least keep Chris Cooley's wife in town? #Redskins #Cooley #hot|0|0
Redskins|@HoppyKercheval I would argue that PCism is/has changed our times for the worse and it's high time we start pushing back. Go #Redskins|1|0
Redskins|Redskins giants cowboys lost and eagles to.|0|0
Redskins|Q: Did u mean the Washington Redskins???A: I am a Dallas Cowboy fan all the way ;) N...:|0|0
Redskins|Smile when the Rams miss the Field goals..these 2 do..woot woot #httr #RedskinsTweetTeam|0|0
Redskins|#Redskins another inexperienced head coach for Snyder and RG3 to dominate. I give him two years before he joins the former coach 's club.|0|0
Redskins|Don't miss out on a huge @Redskins and @Real_JordanReed sale on my eBay store! All items start at .99 with NO reserve|0|0
Redskins|@chaddukes The Redskins need this guy to speak for them.|0|1
Redskins|@SportsCenter: ICYMI: Johnny Manziel delivers obscene gesture towards Redskins' bench.|0|0
Redskins|Redskins cowboys game at the grill #Sunday funday|0|0
Redskins|@EvanSpencerFans Great 2 have a new hard nosed n talented WR that can really compete 4 a spot on this team. Welcome 2 #RedskinsNation !|0|1
Redskins|Stop worrying about the #Redskins name|0|0
Redskins|This is awesome! @TheRealDHall23 is giving away 2 tickets to a Redskins game + a meet & greet! Enter here:|0|1
Redskins|Redskins lose Orakpo|0|0
Redskins|@alexriejohnson Nice game for your Redskins|1|1
Redskins|@Redskins RG3 sucks!!!!!! He needs to sit down and let McCoy in.|-1|-1
Redskins|Redskins suck|-1|0
Redskins|Just got this limited #SundayNightFootball2013RedskinsCowboys sticker. Get yours now #GetGlue|0|0
Redskins|@MrEager check this out!@ESPNNFL: NFL announces @Redskins @RGIII named offensive rookie of the month for September|0|-1
Redskins|Return of the rumbling bumbling Redskins|-1|0
Redskins|@TomLeyden Milford High School had to drop the name Redskins in 2002. The community deemed Redskin a derogatory term for Native Americans|0|0
Redskins|@WayneDupreeShow @DangeRussWilson @nfl have you heard anyone on TV use the word Redskins yet? I haven't but did I miss it?|0|0
Redskins|I predict the @Redskins trading down in the @nfl draft to get more picks and selecting an OL early|0|1
Redskins|What a game for Robert Griffin III. Go Redskins! #Hail #RG3|1|0
Redskins|@j_pomps @Redskins underwhelming to say the least. Prove me wrong #Redskins.|1|0
Redskins|fuck da Redskins|-1|0
Redskins|Asks everyone to vote for the Washington Redskins tonight as Michael P Smith & I are in a football pool.....we need this!!|0|1
Redskins|I am sick of ppl crying abt the Redskins name. Get over it. Dont these ppl have more important things 2 worry abt. Besides|-1|0
Redskins|Sunday morning planning on menudo Viva El NFL Sundays. game one Go Redskins play like there no tomorow could be my last season cancer scare|0|0
Redskins|@MikeAndMike #Redskins How is this any different than the N word? Both are offensive and neither should be used|0|-1
Redskins|Finally Touch down Redskins|0|0
Redskins|@Redskins stink so bad today that I have to wash jerseys I didn't even wear today!|-1|-1
Redskins|One more week to go and then it's off to Tampa Florida for the Redskins game and RGIII|0|0
Redskins|DJ on Philly's 104.5 giving the best excuse ever for having played 311: The Jets are going to kick the 3-11 Redskins' asses this weekend.|-1|1
Redskins|Just when you think the Giants suck ass along come the Redskins.|-1|0
Redskins|Seems to me it would be bad for @nfl if the Redskins beat the Seahawks. Multiple blown calls on the last two Seahawks drives|0|0
Redskins|@espn @Redskins to hell with the buccs|-1|0
Redskins|Can't believe I have flight where I'll miss a Redskins/Cowboys game. Sorry Carrie & Melia but|0|0
Redskins|@Redskins any rumors to the redskins signing Eric Winston or Aaron Ross|0|0
Redskins|@granthpaulsen: Shanahan on officials: The game was a little out of control. Said he hasn't been a part of a game like that. #Redskins|0|0
Redskins|@PeytonsHead Yeah we did......it was against the Redskins|0|0
Redskins|#RedskinsTalk lose toTampa Bay we are officially rebuilding|0|0
Redskins|Yes we are who we say we are #Redskins Ride or die fan #RedskinsNation|1|0
Redskins|Ok already Redskins wons#Patriots game pls.1|1|0
Redskins|Justice Department joins trademark fight over Redskins name - WTOP|0|0
Redskins|@AyeYoRamirezz: The dreqm I had was crazy for real nahh that wasnt a dream. Redskins really won! Haha|1|0
Redskins|@WalshFreedom The Tennessee Crackers would be just as wrong as the Washington Redskins. Not as objectionable as n-word|0|0
Redskins|#BobCostas Hey Bob the Cowboys scalped the Redskins!!! How's that for offensive you POS??!!|0|-1
Redskins|@RedskinsFansNFL all i know is that the 'skins need to play better|0|1
Redskins|@ProFootballTalk: Redskins WR Santana Moss says leaks aren't coming from the players|0|0
Redskins|The Redskins need to fire Jim Zorn already|-1|1
Redskins|I'm always a fan of the cowboys losing @Redskins rock on guys!|0|0
Redskins|Redskins offense is painful to watch. Guess pre-season games are played for a reason.|-1|1
Redskins|@caseaiken at the @Redskins vs Eagles game|0|0
Redskins|I'm bout to stop watching you can't play football cautious #Redskins #ThatIsAll|-1|-1
Redskins|Redskins vs ravens and cowboys vs bengals!! At the same damn time lol f3lix1 @minitinyy msz_serrano @edwinbr|0|0
Redskins|Stupid Ass Redskins fail me another year..thanks Dan way to go|-1|0
Redskins|Damn game got me on edge #CowboysvsRedskins|0|1
Redskins|#Redskins we need to fire Haslett today|0|1
Redskins|@LaVarArrington Thanks for following me. Remember you playing hard for Redskins!!|1|0
Redskins|@Russellmania980 why do #Redskins qbs always struggle to hear the play call from sidelines|0|1
Redskins|@davidcarlbaird At least we agree on the Yankees and the Redskins. Not much else!|0|0
Redskins|@darrellgreen28 @RGIII @Redskins you not going to get a multi year contract making 4th down throws like that with the game on the line!|0|0
Redskins|How bad is #marv #Albert ? #battleofthebeltways #Ravens #Redskins|0|0
Redskins|#Levenson #Hawks If you want to send a private message use smoke signals--just don't send it to the Redskins|0|1
Redskins|@CSNwashington Keep ur excuses #Redskins cause at this point they're all lies. U continue to play uninspired ball EVERY week. #RedskinsTalk|0|0
Redskins|Navajo Code Talker says Redskins name not derogatory Fox News|0|0
Redskins|#Eagles take down those Redskins today.|0|0
Redskins|@chickmcgee1 I know why u never get mad when the Redskins lose|0|0
Redskins|This game makes me want to be a #Redskins fan|1|1
Redskins|@ConanOBrien PETA defending a group of people is more offensive than being called Redskins.|0|-1
Redskins|Redskins have lacked focus since Cooke died..|-1|0
Redskins|Yall blowing me. Yall fake ass Redskins fans talking shit about YOUR team & jumping on bandwagons..like stfu|0|0
Redskins|Redskins hire Dave Ragone as offensive QC coach. That's 2 former #UofL QB's on the staff. #LouisvilleFootball Both wore # 15 btw. #GoCards|0|0
Redskins|@Redskins horrible call on that fumble! #HTTR|-1|-1
Redskins|@rinithyme the Redskins are a 5 ring circus. How would HBO not beg the NFL for them.|-1|0
Redskins|@Redskins cut Josh Morgan and bring back Cooley! #httr #redskins..we dont need morons like this on the team anymore! UNACCEPTABLE!!!!!|0|0
Redskins|@jnbarlow Cowboys/Redskins game man...only games I actively watch without people (other than the people in my house)|0|1
Redskins|@EASPORTS_MUT obviously Pat Tillman and for the Redskins I would say RG3 cause his parents but is he a legend? No not at all|0|0
Redskins|#Redskins beat #Cowboys in OT on non walk-off FG; 5th #NFL OT game decided by score which did not end game|0|-1
Redskins|@Holdenradio @funnydanny Thought of you guys after the RGIII injury when Marv Albert referred to him as RG Griffin! #RGIII #Redskins #HTTR|0|1
Redskins|1 yard of offense! And this is the #Redskins we're talking about here. Imagine the carnage if the #Jaguars played the #Seahawks.|0|1
Redskins|Redskins bus crashed on the way to TCF Bank Stadium|0|0
Redskins|@bucschick12 Oh the weather outside is frightful but the Saints are so delightful. And the Redskins already know 12&0 12&0 12&0!! WHO DAT|0|0
Redskins|Messing wit them #Redskins if it wasn't for the #WashingtonWizards I be on suicide watch|0|-1
Redskins|@speedybanks16 but speed kill go Redskins|0|0
Redskins|Univ of Kansas: 8 hoops coaches since basketball was fucking INVENTED. @Redskins: 8 in Snyder's era alone. @nfl please fire Dan #Redskins|0|-1
Redskins|@Redskins I'm EXTREMELY disappointed in the post you pushed to #Facebook yesterday! All time low from my fav team! #Sellout #Fail #Obamacare|-1|-1
Redskins|This game making me want to drink...#CowboysNation #CowboysvsRedskins #WeDemBoyz|0|1
Redskins|@natetaimanglo #anyonebuttheCowboys hahahaha can't wait for the next season! I pray your Redskins kill the Cowboys again next season!|1|1
Redskins|Ive been waiting for this day all summer!!! Ive got Redskins Fever! Football Season is back! Born a skins fan die a skins fan HTTR!!!!!|1|1
Redskins|today is the day the Redskins start the process of blowing the next 3 years with bad decisions....|-1|0
Redskins|Sooo hard being a Redskins fan! Sonofa...|-1|0
Redskins|Redskins losing $500 on that! Who wanna step up?|0|0
Redskins|#Redskins I think that stench is more than just smell of Philadelphia|0|0
Redskins|@ESPN_FirstTake @Redskins Its crap so he can make money. #ChangeTheName|-1|0
Redskins|Now is the time for an onside kick and get it right and tie this game up. I have faith! #SEAvsWAS #Redskins #HTTR|0|1
Redskins|Hey @susmiller -- @robamos says the Redskins are going to lose tonight.|0|0
Redskins|@Redskins @RGIII sorry folks but after tonight I can no longer be a fan of you or the Redskins team. Bye.|0|0
Redskins|Goodnight my Redskins let me down but the Cowboys took and L to so it's all good|0|1
Redskins|Buying some Mexican chorizos for the skins game. It's about to go down #Redskins # Tailgating|0|1
Redskins|@Redskins @DeseanJackson10 Davion was worried about you|0|0
Redskins|ESPN Adam Schefter gets his story from multiple members of #Redskins org. REALLY ??? @Redskins need to put a stop to these member stories|-1|0
Redskins|@Sethrogen @Redskins fuck you Rogan|-1|0
Redskins|@JimIrsay Colts 19 Redskins 12. I need some #Luck #GoColts|0|1
Redskins|Eagles vs. Redskins game today!!|0|0
Redskins|@Redskins finally at a game let's go skins and RG3... LOVE THIS TEAM.. #HAIL|0|0
Redskins|Redskins to move RG3 to the inactive list for the rest if the season. #firesnyder #fireshanahan|0|0
Redskins|Washington Redskins Nickname Discussed by Congress|0|0
Redskins|@Redskins that was painful to watch. #HTTR|0|0
Redskins|Jeez!! What else can go wrong for the Redskins?? I think Jason Campbell's about to cry|0|0
Redskins|Whoow... Well that is that controversy over. Washington Redskins Change Their Name To The D.C. Redskins|0|0
Redskins|@Kona302 ummm was not citing the origins of biological warfare you tosser. #thanksfortrying #RedskinsPride|0|0
Redskins|Ima miss so many Redskins games thanks to my schedule Smdh|0|0
Redskins|Silly mistakes by the #Redskins|-1|0
Redskins|We gone miss yoiu #SamHuff HTTR for Life! #Redskins|1|0
Redskins|@RedskinsWatch one game does not signs of improvement make.|0|0
Redskins|University of Minnesota wants Redskins to wear alternate jersey. American Indians killed the men women|0|0
Redskins|I'm tired of Jim Haslett experiment get him out of here #HTTR #RedskinsNation #teamfollowback|0|0
Redskins|@granthpaulsen the Redskins offense for years was bad till Shanahans came along. Kyle is a head coach guy|0|0
Redskins|Harder to argue for shorter NFL preseason when some teams look completely unprepared to play Week 1. Redskins look awful.|-1|0
Redskins|I think the Redskins are trying to run out the clock #surrender|0|0
Redskins|Miss my Fridays watching my Wapak Redskins kick ass on the football field.|0|0
Redskins|Change Redskins name! NFL should be ashamed to still have this name!|-1|0
Redskins|So I guess the @Redskins lost again to an NFL team? Lol|0|0
Redskins|@Redskins WTH with all the footing issues tonight? Guys slipping all over the place.|-1|1
Redskins|No wonder the #Redskins suck they play in call #Fedex fieldI don't watch football and #fedex is a horrible company|-1|-1
Redskins|Giants win! Redskins lost...now just need the Cowgirls to lose :)|0|0
Redskins|@RealSkipBayless why u hate my Redskins skip......???|0|0
Redskins|@Redskins: READ: Potential kick returners|0|0
Redskins|@BostonRedskins Same Shit Different Season. Haslett and K Shannahan need to be run out of town along with the entire training staff.|0|0
Redskins|lost to the Redskins....really!?!? #MM5Words|0|0
Redskins|@christaylor519 at @Redskins vs Vikings game @1stLadiesOfFB #latetweet #httr #HAIL #hailyeah #redskins|0|1
Redskins|Well it's weird having an adult in the draft room. #Redskins|0|0
Redskins|Should I call Notre Dame & tell them to take down the fighting Irish? U. Minn Requests DC Redskins Go Logo-Less-|0|0
Redskins|@HerbieSimms34 Our Redskins arnt in the unexpected category lol|0|0
Redskins|#Eagles determined to shut down the #Redskins run game.|0|0
Redskins|@Redskins letter = final straw. After 40 years as a fan I can no longer justify rooting for a team with a racist name. Gear's in the trash.|-1|0
Redskins|Woot woot..third sack baby!! #httr #RedskinsTweetTeam|-1|0
Redskins|@nfl These refs that are calling the Chargers Redskins game suck. #firethem.|-1|0
Redskins|I #Hail to the smell of coffee in the morning! #HTTR #WashingtonRedskins|0|0
Redskins|We don't get to choose what is offensive to others. #RedskinsPride #changethename|-1|-1
Redskins|Da Redskins!! Bears are almost as bad as the Vikes|-1|0
Redskins|At the Eagles Redskins game in Philly|0|0
Redskins|@csnwashington Redskins sucked SO bad...what was wrong?|-1|0
Redskins|The @Giants throwing #Redskins worse beating than #SouthPark #RaffZillaFunnies #Giants #NYGiants #NewYorkGiants #NFL|-1|0
Redskins|@MichaelSBerger If I recall that was when the Redskins fell behind 10-0 in 1st Qtr and then scored 35 in 2nd|-1|0
Redskins|@D_Cowboys_News Tony Romo's decision to return vs Redskins was completely self-centered and hurt MY team. Today is the acid-test. Im a Rider|0|0
Redskins|@smidgeU: Let's Go Redskins Lmao Go Home ...Lol u still talking shit I see!!|0|0
Redskins|@markschlereth Redskins fans here in GA need SGGC at the local store. Livin the chili all by itself. This stuff is stinking good!!!|0|1
Redskins|This is such a close game. Makes me nervous! #Redskins #HTTR #FightForOldDC|0|0
Redskins|Its pretty bad when the @Redskins are 2-5 and are still only 1.5 games out of 1st. The #NFCEast really is an awful division. #NFL|1|0
Redskins|Redskins beat Ravens 31-28 in overtime; Griffin hurt|1|0
Redskins|@MelKiperESPN any chance Mariota falls to Redskins so they could trade pick and get 2 1st rounders this yr?|0|0
Redskins|Some people think the Washington Redskins are cursed-because Native Americans consider the term Redskin offensive- its been a mess for 15yrs|-1|0
Redskins|Just now realized that the Washington Redskins and Dallas Cowboys rivalry = cowboys and indians|0|0
Redskins|@RapSheet Redskins suffer wrath of the #Gronkd I'm sure that wasn't a lateral.|0|0
Redskins|My Redskins are gonna make me curse this Sunday I can tell already|-1|1
Redskins|Watching Redskins and Seahawks game with my wife. GO REDSKINS!!!!!!!!!! (@ Lake Marianna Acres in Lake Alfred FL)|1|1
Redskins|This network needs to get this shit off. #Redskins|0|1
Redskins|@KeithOlbermann It's pretty embarrassing how hard JUST U r fighting the Redskins name. GROW UP! For more than 80 years it's been a positive|1|0
Redskins|@Redskins seriously Gruden?? Dumb call gets a score for the Colts. . #dumbass|-1|0
Redskins|Can't believe I wasted part of my night watching the Redskins not play football!|-1|0
Redskins|Owner Daniel Snyder addresses 'Redskins' name dispute - NFL News FOX Sports on MSN|0|0
Redskins|2 tickets to Sunday's game included in this Hail to the Redskins package. Bid high and bid often @streetsensedc|1|0
Redskins|@BigWag miserable day in the NFL. Redskins win|-1|1
Redskins|@Jaguars Feel horrible for Dante. I am a #Redskins fan but man this is tough. feel for all #Jaguars fans|-1|-1
Redskins|@RGIII can u RT? 2 Lower level tix for Redskins/Cowboys game to the biggest donation by 5/5.|0|0
Redskins|Definitely something amiss in Washington. RGIII won't play even if other Redskins QBs hurt -|1|1
Redskins|Redskins still some shit # cowboy nation|-1|0
Redskins|Photo: nativeamericannews: Appeal denied for tribal leader who accepted Redskins gifts An American Indian...|-1|0
Redskins|NFL - The Redskins host the Steelers in the 2nd preseason game for both|0|0
Redskins|Redskins are in serious trouble|-1|0
Redskins|2 things: 1) when u make the wrong call on replay you should be fired. 2) why is Polumbus on an NFL roster? My cat is better. #Redskins|0|0
Redskins|What's going on with these damn Redskins!!!|-1|0
Redskins|Redskins need to step it up....|1|1
Redskins|Its game day Cowboys fans...time for the Redskins to Wake n Bake on that ass!|-1|0
Redskins|@JFerg1090 correction you mean the Redskins|0|0
Redskins|@DMVFollowers: Yesterday the Raiders signed Redskins RB Roy Helu Jr. This is upsetting @BumbleMita|-1|0
Redskins|University of Minnesota wants Redskins to wear alternate jersey. American Indians took women and children that they didn't kill slaves.|0|0
Redskins|@CSNwashington *inserts a lot of bad words* #RedskinsTalk|-1|0
Redskins|Looks the fight to change the name of the @Redskins has gotten to the @WhiteHouse w/ @BarackObama speaking out #NFL|0|0
Redskins|Nascar is not being shown in the Washington DC area.... This is Bullshit.. Redskins game is on NBC and ABC....|-1|0
Redskins|Could care less if any of the #Redskins current defensive squad ever put on the burgundy and gold again. #Epicallybad|-1|0
Redskins|Dan Snyder Lambastes Critics of Redskins Symbolism|-1|0
Redskins|This Redskins game traffic is in the way!|0|0
Redskins|Sen. Harry Reid: 'The Redskins name is a racist name'|-1|0
Redskins|...and when you think the @Redskins can't sink any lower|-1|0
Redskins|Examiner Editorial: Redskins' Dan Snyder should tell the PC bullies to shove it|-1|1
Redskins|I feel bad for 49Whiner fans. They've got an owner who doesn't have a clue. They're becoming Redskins West|-1|0
Redskins|Wat the hell was that? #RedskinsVS49ers #NinerNation|-1|0
Redskins|Good or bad I'm still a Redskins fan.|1|0
Redskins|@Redskins as a Penn St fan I hate to say it....but HIRE Bill O'Brien|0|-1
Redskins|@CSNwashington The 3 teams that actually lost must have plenty of sleepless nights. Asking themselves.. We lost to THEM?!?! #RedskinsTalk|0|0
Redskins|Can someone say RG III and Alfred Morris. These guys controlled that game the whole time I was made an RG III fan tonight #Redskins|-1|1
Redskins|Cowboys vs. Redskins. Two great offenses and two awful defenses with injuries. #nfceast @andypollin1 @jpol17|1|1
Redskins|DJax deep again!! #httr #RedskinsTweetTeam|1|0
Redskins|We need a 3 and out or this one is over #Redskins #HTTR #redskinsnation|0|1
Redskins|Thanks to the person who donated tickets for my Navy football player son with a head injury to go see Redskins game on Sunday. Much love 2 u|0|1
Redskins|@Redskins not something to advertise. Just forfeit the rest of the season. Wasted 2 hours of my life watching this crap.|-1|1
Redskins|Redskin isn't racist? but let's go ahead and call them original Americans not #Redskins? Great he's helping needy folks but missed opp.|1|0
Redskins|So I was watching the post game press conference after the Redskins and Green Bay game. Aaron Rodgers says he...|0|0
Redskins|@Redskins I am not thankful at all sad depressed homeless|-1|1
Redskins|#Redskins are simply unwatchable...at least without screaming at the tv|-1|0
Redskins|@RealSkipBayless pretty bad to be begging at home versus the Redskins|-1|0
Redskins|I see @dallascowboys going 7-1 against the Redskins tonight. #LetsGoCowboys! #7-1 #CowboysNation|0|1
Redskins|@Redskins We need to make room to bring @AdamCarriker94 back to the Burgandy and Gold!!! #HTTR|0|0
Redskins|@NFLONFOX You guys change the Eagles/Redskins game for the ARC game...we want the Eagles game|0|1
Redskins|My wife is awesome! We are going to the game tomorrow!!!! San Diego Chargers at Washington Redskins|0|1
Redskins|@HeatherLyWGRZ: Current students and alumni standing across street in #Redskins gear are against name change @WGRZ|0|0
Redskins|KFFL: Redskins London Fletcher's Week 8 status uncertain|0|0
Redskins|AHh! First Redskins pre-season game next Friday! Football is back!!! ...McNabb!!!|1|0
Redskins|What in the hell was Ryan Clark doing on that play...dancing? #HTTR #Redskins|-1|0
Redskins|Yardbarker: Redskins players hurt in pregame collision|0|0
Redskins|@RGIII @Redskins Congrats on the little angel!!!|1|0
Redskins|Ridiculous. 80 year old tradition being tarnished by less then 1% of our population #HTTR!!!!! #NfldIlemma #Redskins|1|1
Redskins|Here is a breakdown of the Redskins current 53-man roster for Week 1:|0|0
Redskins|Not anti-FedEx but Alaska's largest tribe vows FedEx boycott until Redskins #sponsorship revoked|0|0
Redskins|Where has that fight been all season @Redskins and WHERE THE HELL did they find this @ColtMcCoy character #KeepHim|0|0
Redskins|This game is ridiculous. 5 sacks in the first half. Where is the Redskins o line?|-1|0
Redskins|@Redskins #Redskins why do i waste my sundays watching this garbage? Fuck the redskins. Bunch of losers. Fail to the Deadskins. Losers.|-1|1
Redskins|#Gruden was a bad hire for coach. Can't fire him though #Redskins Are a mess|-1|0
Redskins|@Redskins it's going to be a long trip back to dallas for phony homo|-1|1
Redskins|I guess last year was a fluke. It's painful to watch but I'm used to it #Redskins|-1|0
Redskins|Shoutout to my dad's cousin @RobbAkey for gettin the defensive line coaching job for the @Redskins! #HTTR|0|0
Redskins|@MikeJonesWaPo Its downright depressing to watch #Redskins|-1|0
Redskins|Anyone who says Redskins made a mistake trading up for RG3 is bananas. Fact.|-1|0
Redskins|@RedskinsWatch now that they lose out on Sproles to the Eagles|-1|0
Redskins|@OpieRadio question whats more offensive Al Sharpton or The name Washington Redskins?|0|-1
Redskins|Repeat of the Denver game only Minnesota can't score as easily as Denver #RedskinsTalk|0|0
Redskins|@Redskins Evaluate the team for a fucking pulse|-1|0
Redskins|Donnell got the ill communication! #Gmen #GIANTSNATION #GiantsVsRedskins #TNF|0|0
Redskins|Redskins have seriously blown me tonight! >:[|-1|0
Redskins|Wtf..just take the fg so it isnt a shutout..wtf is wrong with u..geesh #httr #RedskinsTweetTeam|-1|0
